index,unti1_rgb,unit1_bbox,unit1_centers,unit1_beam_index,num_objects
176,./unit1/camera_data/image_BS1_4584_03_29_44.jpg,"[[779, 71, 897, 108]]","[0.8729166666666667, 0.16574074074074074, 0.12291666666666666, 0.06851851851851852]",55,1
177,./unit1/camera_data/image_BS1_8097_03_37_15.jpg,"[[407, 71, 525, 112]]","[0.48541666666666666, 0.16944444444444445, 0.12291666666666666, 0.07592592592592592]",29,1
178,./unit1/camera_data/image_BS1_5133_03_30_54.jpg,"[[371, 72, 487, 112]]","[0.446875, 0.17037037037037037, 0.12083333333333333, 0.07407407407407407]",27,1
179,./unit1/camera_data/image_BS1_2303_03_24_53.jpg,"[[138, 76, 249, 116]]","[0.2015625, 0.17777777777777778, 0.115625, 0.07407407407407407]",11,1
181,./unit1/camera_data/image_BS1_312_03_20_38.jpg,"[[486, 72, 602, 111]]","[0.5666666666666667, 0.16944444444444445, 0.12083333333333333, 0.07222222222222222]",37,1
182,./unit1/camera_data/image_BS1_8080_03_37_12.jpg,"[[592, 73, 703, 110]]","[0.6744791666666666, 0.16944444444444445, 0.115625, 0.06851851851851852]",42,1
185,./unit1/camera_data/image_BS1_5336_03_31_20.jpg,"[[5, 87, 148, 144]]","[0.0796875, 0.21388888888888888, 0.14895833333333333, 0.10555555555555556]",4,1
186,./unit1/camera_data/image_BS1_1012_03_22_08.jpg,"[[600, 72, 724, 111]]","[0.6895833333333333, 0.16944444444444445, 0.12916666666666668, 0.07222222222222222]",43,1
187,./unit1/camera_data/image_BS1_6542_03_33_55.jpg,"[[727, 91, 890, 141]]","[0.8421875, 0.21481481481481482, 0.16979166666666667, 0.09259259259259259]",51,1
188,./unit1/camera_data/image_BS1_6810_03_34_29.jpg,"[[755, 72, 871, 109]]","[0.846875, 0.1675925925925926, 0.12083333333333333, 0.06851851851851852]",51,1
189,./unit1/camera_data/image_BS1_329_03_20_40.jpg,"[[357, 72, 476, 112]]","[0.43385416666666665, 0.17037037037037037, 0.12395833333333334, 0.07407407407407407]",26,1
190,./unit1/camera_data/image_BS1_6520_03_33_52.jpg,"[[534, 89, 685, 143]]","[0.6348958333333333, 0.21481481481481482, 0.15729166666666666, 0.1]",39,1
191,./unit1/camera_data/image_BS1_6832_03_34_32.jpg,"[[436, 73, 558, 112]]","[0.5177083333333333, 0.1712962962962963, 0.12708333333333333, 0.07222222222222222]",33,1
192,./unit1/camera_data/image_BS1_9303_03_39_52.jpg,"[[193, 73, 282, 108]]","[0.24739583333333334, 0.1675925925925926, 0.09270833333333334, 0.06481481481481481]",14,1
193,./unit1/camera_data/image_BS1_2291_03_24_51.jpg,"[[315, 75, 432, 113]]","[0.3890625, 0.17407407407407408, 0.121875, 0.07037037037037037]",22,1
194,./unit1/camera_data/image_BS1_1004_03_22_07.jpg,"[[688, 72, 801, 109]]","[0.7755208333333333, 0.1675925925925926, 0.11770833333333333, 0.06851851851851852]",48,1
195,./unit1/camera_data/image_BS1_5357_03_31_23.jpg,"[[322, 92, 479, 143]]","[0.4171875, 0.2175925925925926, 0.16354166666666667, 0.09444444444444444]",22,1
196,./unit1/camera_data/image_BS1_678_03_21_24.jpg,"[[839, 90, 960, 139]]","[0.9369791666666667, 0.21203703703703702, 0.12604166666666666, 0.09074074074074075]",57,1
197,./unit1/camera_data/image_BS1_4604_03_29_47.jpg,"[[582, 72, 693, 110]]","[0.6640625, 0.1685185185185185, 0.115625, 0.07037037037037037]",39,1
198,./unit1/camera_data/image_BS1_2052_03_24_21.jpg,"[[816, 89, 960, 138]]","[0.925, 0.2101851851851852, 0.15, 0.09074074074074075]",55,1
199,./unit1/camera_data/image_BS1_6537_03_33_54.jpg,"[[679, 91, 840, 142]]","[0.7911458333333333, 0.21574074074074073, 0.16770833333333332, 0.09444444444444444]",49,1
200,./unit1/camera_data/image_BS1_1056_03_22_13.jpg,"[[127, 76, 251, 118]]","[0.196875, 0.17962962962962964, 0.12916666666666668, 0.07777777777777778]",11,1
201,./unit1/camera_data/image_BS1_2023_03_24_17.jpg,"[[286, 91, 448, 143]]","[0.38229166666666664, 0.21666666666666667, 0.16875, 0.0962962962962963]",21,1
202,./unit1/camera_data/image_BS1_6277_03_33_21.jpg,"[[185, 76, 311, 112]]","[0.25833333333333336, 0.17407407407407408, 0.13125, 0.06666666666666667]",14,1
204,./unit1/camera_data/image_BS1_6808_03_34_29.jpg,"[[774, 72, 896, 108]]","[0.8697916666666666, 0.16666666666666666, 0.12708333333333333, 0.06666666666666667]",55,1
205,./unit1/camera_data/image_BS1_6833_03_34_32.jpg,"[[428, 71, 541, 112]]","[0.5046875, 0.16944444444444445, 0.11770833333333333, 0.07592592592592592]",29,1
206,./unit1/camera_data/image_BS1_331_03_20_40.jpg,"[[333, 74, 460, 112]]","[0.41302083333333334, 0.17222222222222222, 0.13229166666666667, 0.07037037037037037]",24,1
207,./unit1/camera_data/image_BS1_6473_03_33_46.jpg,"[[15, 91, 185, 144]]","[0.10416666666666667, 0.2175925925925926, 0.17708333333333334, 0.09814814814814815]",7,1
208,./unit1/camera_data/image_BS1_5091_03_30_49.jpg,"[[880, 72, 951, 108]]","[0.9536458333333333, 0.16666666666666666, 0.07395833333333333, 0.06666666666666667]",56,1
209,./unit1/camera_data/image_BS1_7416_03_35_47.jpg,"[[603, 71, 726, 109]]","[0.6921875, 0.16666666666666666, 0.128125, 0.07037037037037037]",43,1
210,./unit1/camera_data/image_BS1_6514_03_33_52.jpg,"[[488, 92, 642, 142]]","[0.5885416666666666, 0.21666666666666667, 0.16041666666666668, 0.09259259259259259]",34,1
211,./unit1/camera_data/image_BS1_1277_03_22_42.jpg,"[[256, 90, 420, 143]]","[0.35208333333333336, 0.21574074074074073, 0.17083333333333334, 0.09814814814814815]",19,1
212,./unit1/camera_data/image_BS1_7834_03_36_41.jpg,"[[354, 91, 508, 141]]","[0.44895833333333335, 0.21481481481481482, 0.16041666666666668, 0.09259259259259259]",26,1
213,./unit1/camera_data/image_BS1_2268_03_24_48.jpg,"[[651, 72, 766, 110]]","[0.7380208333333333, 0.1685185185185185, 0.11979166666666667, 0.07037037037037037]",45,1
214,./unit1/camera_data/image_BS1_1060_03_22_14.jpg,"[[69, 75, 194, 115]]","[0.13697916666666668, 0.17592592592592593, 0.13020833333333334, 0.07407407407407407]",11,1
215,./unit1/camera_data/image_BS1_6467_03_33_46.jpg,"[[7, 87, 102, 137]]","[0.05677083333333333, 0.2074074074074074, 0.09895833333333333, 0.09259259259259259]",3,1
216,./unit1/camera_data/image_BS1_4893_03_30_24.jpg,"[[799, 87, 960, 138]]","[0.9161458333333333, 0.20833333333333334, 0.16770833333333332, 0.09444444444444444]",55,1
217,./unit1/camera_data/image_BS1_9874_03_41_06.jpg,"[[639, 73, 742, 112]]","[0.7192708333333333, 0.1712962962962963, 0.10729166666666666, 0.07222222222222222]",46,1
218,./unit1/camera_data/image_BS1_3929_03_28_20.jpg,"[[828, 84, 958, 131]]","[0.9302083333333333, 0.19907407407407407, 0.13541666666666666, 0.08703703703703704]",59,1
219,./unit1/camera_data/image_BS1_5151_03_30_57.jpg,"[[150, 77, 280, 115]]","[0.22395833333333334, 0.17777777777777778, 0.13541666666666666, 0.07037037037037037]",13,1
220,./unit1/camera_data/image_BS1_7810_03_36_38.jpg,"[[2, 85, 120, 135]]","[0.06354166666666666, 0.2037037037037037, 0.12291666666666666, 0.09259259259259259]",3,1
221,./unit1/camera_data/image_BS1_4329_03_29_11.jpg,"[[226, 91, 384, 143]]","[0.3177083333333333, 0.21666666666666667, 0.16458333333333333, 0.0962962962962963]",17,1
223,./unit1/camera_data/image_BS1_6848_03_34_34.jpg,"[[177, 78, 296, 114]]","[0.24635416666666668, 0.17777777777777778, 0.12395833333333334, 0.06666666666666667]",14,1
224,./unit1/camera_data/image_BS1_2550_03_25_24.jpg,"[[299, 90, 455, 142]]","[0.3927083333333333, 0.21481481481481482, 0.1625, 0.0962962962962963]",21,1
225,./unit1/camera_data/image_BS1_1303_03_22_45.jpg,"[[632, 88, 785, 139]]","[0.7380208333333333, 0.2101851851851852, 0.159375, 0.09444444444444444]",44,1
226,./unit1/camera_data/image_BS1_346_03_20_42.jpg,"[[175, 77, 296, 114]]","[0.2453125, 0.17685185185185184, 0.12604166666666666, 0.06851851851851852]",14,1
228,./unit1/camera_data/image_BS1_9855_03_41_03.jpg,"[[799, 73, 926, 113]]","[0.8984375, 0.17222222222222222, 0.13229166666666667, 0.07407407407407407]",55,1
229,./unit1/camera_data/image_BS1_633_03_21_19.jpg,"[[423, 91, 576, 142]]","[0.5203125, 0.21574074074074073, 0.159375, 0.09444444444444444]",29,1
230,./unit1/camera_data/image_BS1_2524_03_25_21.jpg,"[[105, 90, 266, 144]]","[0.19322916666666667, 0.21666666666666667, 0.16770833333333332, 0.1]",8,1
231,./unit1/camera_data/image_BS1_335_03_20_40.jpg,"[[297, 74, 418, 113]]","[0.3723958333333333, 0.17314814814814813, 0.12604166666666666, 0.07222222222222222]",22,1
232,./unit1/camera_data/image_BS1_1256_03_22_39.jpg,"[[8, 90, 96, 138]]","[0.05416666666666667, 0.2111111111111111, 0.09166666666666666, 0.08888888888888889]",2,1
233,./unit1/camera_data/image_BS1_569_03_21_10.jpg,"[[6, 89, 98, 137]]","[0.05416666666666667, 0.20925925925925926, 0.09583333333333334, 0.08888888888888889]",2,1
234,./unit1/camera_data/image_BS1_4338_03_29_12.jpg,"[[349, 90, 505, 141]]","[0.44479166666666664, 0.21388888888888888, 0.1625, 0.09444444444444444]",26,1
236,./unit1/camera_data/image_BS1_4076_03_28_39.jpg,"[[827, 71, 954, 107]]","[0.9276041666666667, 0.1648148148148148, 0.13229166666666667, 0.06666666666666667]",56,1
237,./unit1/camera_data/image_BS1_5382_03_31_26.jpg,"[[674, 92, 839, 144]]","[0.7880208333333333, 0.21851851851851853, 0.171875, 0.0962962962962963]",48,1
238,./unit1/camera_data/image_BS1_9508_03_40_18.jpg,"[[444, 89, 592, 138]]","[0.5395833333333333, 0.2101851851851852, 0.15416666666666667, 0.09074074074074075]",32,1
239,./unit1/camera_data/image_BS1_3909_03_28_18.jpg,"[[560, 89, 712, 139]]","[0.6625, 0.2111111111111111, 0.15833333333333333, 0.09259259259259259]",39,1
240,./unit1/camera_data/image_BS1_3335_03_27_05.jpg,"[[198, 91, 347, 143]]","[0.2838541666666667, 0.21666666666666667, 0.15520833333333334, 0.0962962962962963]",14,1
241,./unit1/camera_data/image_BS1_992_03_22_05.jpg,"[[799, 72, 921, 110]]","[0.8958333333333334, 0.1685185185185185, 0.12708333333333333, 0.07037037037037037]",55,1
242,./unit1/camera_data/image_BS1_9894_03_41_08.jpg,"[[412, 72, 522, 109]]","[0.4864583333333333, 0.1675925925925926, 0.11458333333333333, 0.06851851851851852]",29,1
243,./unit1/camera_data/image_BS1_309_03_20_37.jpg,"[[518, 74, 625, 111]]","[0.5953125, 0.1712962962962963, 0.11145833333333334, 0.06851851851851852]",38,1
244,./unit1/camera_data/image_BS1_2559_03_25_25.jpg,"[[354, 90, 504, 141]]","[0.446875, 0.21388888888888888, 0.15625, 0.09444444444444444]",26,1
245,./unit1/camera_data/image_BS1_5957_03_32_40.jpg,"[[847, 84, 960, 133]]","[0.9411458333333333, 0.20092592592592592, 0.11770833333333333, 0.09074074074074075]",58,1
246,./unit1/camera_data/image_BS1_2843_03_26_02.jpg,"[[468, 71, 585, 112]]","[0.5484375, 0.16944444444444445, 0.121875, 0.07592592592592592]",34,1
247,./unit1/camera_data/image_BS1_8112_03_37_16.jpg,"[[193, 76, 319, 113]]","[0.26666666666666666, 0.175, 0.13125, 0.06851851851851852]",14,1
248,./unit1/camera_data/image_BS1_1267_03_22_40.jpg,"[[105, 90, 274, 145]]","[0.19739583333333333, 0.2175925925925926, 0.17604166666666668, 0.10185185185185185]",11,1
249,./unit1/camera_data/image_BS1_4576_03_29_43.jpg,"[[850, 71, 954, 107]]","[0.9395833333333333, 0.1648148148148148, 0.10833333333333334, 0.06666666666666667]",58,1
250,./unit1/camera_data/image_BS1_1007_03_22_07.jpg,"[[656, 72, 771, 110]]","[0.7432291666666667, 0.1685185185185185, 0.11979166666666667, 0.07037037037037037]",47,1
251,./unit1/camera_data/image_BS1_7814_03_36_38.jpg,"[[23, 91, 192, 142]]","[0.11197916666666667, 0.21574074074074073, 0.17604166666666668, 0.09444444444444444]",6,1
252,./unit1/camera_data/image_BS1_2043_03_24_19.jpg,"[[660, 89, 817, 139]]","[0.7692708333333333, 0.2111111111111111, 0.16354166666666667, 0.09259259259259259]",47,1
253,./unit1/camera_data/image_BS1_1285_03_22_43.jpg,"[[371, 91, 527, 142]]","[0.46770833333333334, 0.21574074074074073, 0.1625, 0.09444444444444444]",27,1
254,./unit1/camera_data/image_BS1_9853_03_41_03.jpg,"[[822, 72, 942, 111]]","[0.91875, 0.16944444444444445, 0.125, 0.07222222222222222]",55,1
255,./unit1/camera_data/image_BS1_6858_03_34_36.jpg,"[[3, 76, 135, 115]]","[0.071875, 0.17685185185185184, 0.1375, 0.07222222222222222]",6,1
256,./unit1/camera_data/image_BS1_8068_03_37_11.jpg,"[[704, 73, 818, 108]]","[0.7927083333333333, 0.1675925925925926, 0.11875, 0.06481481481481481]",49,1
258,./unit1/camera_data/image_BS1_5137_03_30_55.jpg,"[[322, 76, 439, 114]]","[0.3963541666666667, 0.17592592592592593, 0.121875, 0.07037037037037037]",23,1
259,./unit1/camera_data/image_BS1_6253_03_33_18.jpg,"[[518, 74, 632, 112]]","[0.5989583333333334, 0.17222222222222222, 0.11875, 0.07037037037037037]",37,1
260,./unit1/camera_data/image_BS1_278_03_20_33.jpg,"[[740, 71, 857, 109]]","[0.8317708333333333, 0.16666666666666666, 0.121875, 0.07037037037037037]",51,1
261,./unit1/camera_data/image_BS1_9289_03_39_50.jpg,"[[404, 73, 516, 110]]","[0.4791666666666667, 0.16944444444444445, 0.11666666666666667, 0.06851851851851852]",29,1
263,./unit1/camera_data/image_BS1_4379_03_29_18.jpg,"[[888, 81, 959, 130]]","[0.9619791666666667, 0.19537037037037036, 0.07395833333333333, 0.09074074074074075]",59,1
264,./unit1/camera_data/image_BS1_3648_03_27_44.jpg,"[[333, 76, 455, 113]]","[0.41041666666666665, 0.175, 0.12708333333333333, 0.06851851851851852]",23,1
265,./unit1/camera_data/image_BS1_3659_03_27_46.jpg,"[[169, 77, 295, 115]]","[0.24166666666666667, 0.17777777777777778, 0.13125, 0.07037037037037037]",14,1
266,./unit1/camera_data/image_BS1_338_03_20_41.jpg,"[[265, 74, 385, 113]]","[0.3385416666666667, 0.17314814814814813, 0.125, 0.07222222222222222]",20,1
267,./unit1/camera_data/image_BS1_7861_03_36_44.jpg,"[[772, 88, 934, 138]]","[0.8885416666666667, 0.20925925925925926, 0.16875, 0.09259259259259259]",52,1
268,./unit1/camera_data/image_BS1_2549_03_25_24.jpg,"[[295, 90, 451, 141]]","[0.3885416666666667, 0.21388888888888888, 0.1625, 0.09444444444444444]",21,1
269,./unit1/camera_data/image_BS1_8046_03_37_08.jpg,"[[879, 73, 951, 110]]","[0.953125, 0.16944444444444445, 0.075, 0.06851851851851852]",59,1
271,./unit1/camera_data/image_BS1_4089_03_28_41.jpg,"[[669, 73, 778, 109]]","[0.7536458333333333, 0.1685185185185185, 0.11354166666666667, 0.06666666666666667]",47,1
272,./unit1/camera_data/image_BS1_628_03_21_18.jpg,"[[388, 90, 541, 142]]","[0.48385416666666664, 0.21481481481481482, 0.159375, 0.0962962962962963]",27,1
274,./unit1/camera_data/image_BS1_5927_03_32_36.jpg,"[[455, 90, 608, 143]]","[0.5536458333333333, 0.21574074074074073, 0.159375, 0.09814814814814815]",34,1
275,./unit1/camera_data/image_BS1_4610_03_29_48.jpg,"[[518, 73, 627, 112]]","[0.5963541666666666, 0.1712962962962963, 0.11354166666666667, 0.07222222222222222]",37,1
277,./unit1/camera_data/image_BS1_5947_03_32_39.jpg,"[[727, 89, 885, 138]]","[0.8395833333333333, 0.2101851851851852, 0.16458333333333333, 0.09074074074074075]",51,1
278,./unit1/camera_data/image_BS1_2522_03_25_21.jpg,"[[76, 90, 248, 143]]","[0.16875, 0.21574074074074073, 0.17916666666666667, 0.09814814814814815]",7,1
279,./unit1/camera_data/image_BS1_9293_03_39_51.jpg,"[[349, 73, 454, 108]]","[0.41822916666666665, 0.1675925925925926, 0.109375, 0.06481481481481481]",23,1
280,./unit1/camera_data/image_BS1_5890_03_32_31.jpg,"[[0, 86, 124, 136]]","[0.06458333333333334, 0.20555555555555555, 0.12916666666666668, 0.09259259259259259]",4,1
281,./unit1/camera_data/image_BS1_4090_03_28_41.jpg,"[[657, 72, 772, 109]]","[0.7442708333333333, 0.1675925925925926, 0.11979166666666667, 0.06851851851851852]",46,1
282,./unit1/camera_data/image_BS1_3656_03_27_45.jpg,"[[214, 76, 340, 114]]","[0.28854166666666664, 0.17592592592592593, 0.13125, 0.07037037037037037]",17,1
283,./unit1/camera_data/image_BS1_9918_03_41_11.jpg,"[[81, 70, 201, 102]]","[0.146875, 0.15925925925925927, 0.125, 0.05925925925925926]",8,1
284,./unit1/camera_data/image_BS1_6853_03_34_35.jpg,"[[93, 77, 218, 115]]","[0.16197916666666667, 0.17777777777777778, 0.13020833333333334, 0.07037037037037037]",9,1
285,./unit1/camera_data/image_BS1_983_03_22_04.jpg,"[[878, 74, 955, 108]]","[0.9546875, 0.1685185185185185, 0.08020833333333334, 0.06296296296296296]",59,1
286,./unit1/camera_data/image_BS1_595_03_21_14.jpg,"[[171, 90, 334, 143]]","[0.2630208333333333, 0.21574074074074073, 0.16979166666666667, 0.09814814814814815]",13,1
287,./unit1/camera_data/image_BS1_285_03_20_34.jpg,"[[690, 72, 801, 109]]","[0.7765625, 0.1675925925925926, 0.115625, 0.06851851851851852]",49,1
289,./unit1/camera_data/image_BS1_4804_03_30_12.jpg,"[[156, 89, 308, 141]]","[0.24166666666666667, 0.21296296296296297, 0.15833333333333333, 0.0962962962962963]",14,1
290,./unit1/camera_data/image_BS1_3360_03_27_08.jpg,"[[500, 90, 657, 142]]","[0.6026041666666667, 0.21481481481481482, 0.16354166666666667, 0.0962962962962963]",37,1
291,./unit1/camera_data/image_BS1_5944_03_32_38.jpg,"[[687, 90, 842, 138]]","[0.7963541666666667, 0.2111111111111111, 0.16145833333333334, 0.08888888888888889]",49,1
292,./unit1/camera_data/image_BS1_652_03_21_21.jpg,"[[576, 90, 733, 141]]","[0.6817708333333333, 0.21388888888888888, 0.16354166666666667, 0.09444444444444444]",42,1
293,./unit1/camera_data/image_BS1_1042_03_22_11.jpg,"[[287, 75, 405, 113]]","[0.36041666666666666, 0.17407407407407408, 0.12291666666666666, 0.07037037037037037]",20,1
294,./unit1/camera_data/image_BS1_9272_03_39_48.jpg,"[[684, 72, 801, 113]]","[0.7734375, 0.1712962962962963, 0.121875, 0.07592592592592592]",48,1
295,./unit1/camera_data/image_BS1_4372_03_29_17.jpg,"[[815, 89, 960, 137]]","[0.9244791666666666, 0.20925925925925926, 0.15104166666666666, 0.08888888888888889]",56,1
296,./unit1/camera_data/image_BS1_6260_03_33_19.jpg,"[[426, 70, 537, 111]]","[0.5015625, 0.1675925925925926, 0.115625, 0.07592592592592592]",33,1
298,./unit1/camera_data/image_BS1_2284_03_24_50.jpg,"[[416, 70, 536, 112]]","[0.49583333333333335, 0.1685185185185185, 0.125, 0.07777777777777778]",29,1
299,./unit1/camera_data/image_BS1_588_03_21_13.jpg,"[[115, 89, 282, 144]]","[0.20677083333333332, 0.21574074074074073, 0.17395833333333333, 0.10185185185185185]",11,1
300,./unit1/camera_data/image_BS1_2820_03_25_59.jpg,"[[734, 72, 855, 109]]","[0.8276041666666667, 0.1675925925925926, 0.12604166666666666, 0.06851851851851852]",51,1
301,./unit1/camera_data/image_BS1_985_03_22_04.jpg,"[[866, 74, 950, 105]]","[0.9458333333333333, 0.16574074074074074, 0.0875, 0.05740740740740741]",59,1
302,./unit1/camera_data/image_BS1_6240_03_33_16.jpg,"[[684, 72, 791, 109]]","[0.7682291666666666, 0.1675925925925926, 0.11145833333333334, 0.06851851851851852]",46,1
303,./unit1/camera_data/image_BS1_4577_03_29_43.jpg,"[[843, 69, 959, 108]]","[0.9385416666666667, 0.1638888888888889, 0.12083333333333333, 0.07222222222222222]",57,1
304,./unit1/camera_data/image_BS1_5375_03_31_25.jpg,"[[573, 92, 733, 145]]","[0.6802083333333333, 0.21944444444444444, 0.16666666666666666, 0.09814814814814815]",42,1
305,./unit1/camera_data/image_BS1_9314_03_39_53.jpg,"[[25, 69, 136, 105]]","[0.08385416666666666, 0.16111111111111112, 0.115625, 0.06666666666666667]",4,1
306,./unit1/camera_data/image_BS1_637_03_21_19.jpg,"[[452, 91, 608, 144]]","[0.5520833333333334, 0.2175925925925926, 0.1625, 0.09814814814814815]",33,1
307,./unit1/camera_data/image_BS1_6228_03_33_15.jpg,"[[827, 71, 942, 107]]","[0.9213541666666667, 0.1648148148148148, 0.11979166666666667, 0.06666666666666667]",57,1
308,./unit1/camera_data/image_BS1_6232_03_33_15.jpg,"[[771, 72, 889, 109]]","[0.8645833333333334, 0.1675925925925926, 0.12291666666666666, 0.06851851851851852]",54,1
309,./unit1/camera_data/image_BS1_3618_03_27_41.jpg,"[[697, 73, 812, 109]]","[0.7859375, 0.1685185185185185, 0.11979166666666667, 0.06666666666666667]",49,1
310,./unit1/camera_data/image_BS1_644_03_21_20.jpg,"[[512, 89, 666, 143]]","[0.6135416666666667, 0.21481481481481482, 0.16041666666666668, 0.1]",37,1
311,./unit1/camera_data/image_BS1_6275_03_33_21.jpg,"[[215, 75, 341, 112]]","[0.28958333333333336, 0.17314814814814813, 0.13125, 0.06851851851851852]",17,1
312,./unit1/camera_data/image_BS1_9274_03_39_48.jpg,"[[650, 75, 744, 113]]","[0.7260416666666667, 0.17407407407407408, 0.09791666666666667, 0.07037037037037037]",47,1
313,./unit1/camera_data/image_BS1_3921_03_28_19.jpg,"[[728, 88, 889, 137]]","[0.8421875, 0.20833333333333334, 0.16770833333333332, 0.09074074074074075]",51,1
314,./unit1/camera_data/image_BS1_5160_03_30_58.jpg,"[[40, 77, 164, 115]]","[0.10625, 0.17777777777777778, 0.12916666666666668, 0.07037037037037037]",5,1
315,./unit1/camera_data/image_BS1_1051_03_22_13.jpg,"[[180, 77, 306, 114]]","[0.253125, 0.17685185185185184, 0.13125, 0.06851851851851852]",15,1
316,./unit1/camera_data/image_BS1_2547_03_25_24.jpg,"[[282, 90, 442, 142]]","[0.3770833333333333, 0.21481481481481482, 0.16666666666666666, 0.0962962962962963]",20,1
